rpmainid,Stop Date,Stop Time,Day of the Week,Age,Race,Sex,Street Number,Street Name,Police Beat
7532,02/15/2017 12:00:00 AM,746,Wed,50,Black,Female,400,DARROW AV,71
7521,02/15/2017 12:00:00 AM,726,Wed,28,White,Female,800,GREENLEAF AV,
7515,02/15/2017 12:00:00 AM,309,Wed,45,Black,Male,300,RIDGE AV,78
7514,02/15/2017 12:00:00 AM,248,Wed,34,Asian,Female,900,SHERMAN AV/MAIN ST,72
7513,02/15/2017 12:00:00 AM,206,Wed,52,White,Female,2600,HOWARD ST/DEWEY AV,
7512,02/15/2017 12:00:00 AM,58,Wed,23,Black,Male,700,AUSTIN ST,78
7511,02/15/2017 12:00:00 AM,33,Wed,40,White,Male,700,MAIN ST,72
7509,02/15/2017 12:00:00 AM,6,Wed,35,White,Male,1800,HOWARD ST/CHICAGO AV,72
7503,02/15/2017 12:00:00 AM,438,Wed,44,Hispanic,Male,2200,MC CORMICK BL/BRIDGE ST,75
7502,02/15/2017 12:00:00 AM,243,Wed,45,White,Female,1300,HOWARD ST,
7500,02/15/2017 12:00:00 AM,4,Wed,19,White,Male,1500,MULFORD ST,71
7557,02/15/2017 12:00:00 AM,839,Wed,33,White,Female,1600,ASBURY AV,74
7558,02/15/2017 12:00:00 AM,726,Wed,43,Asian,Female,1900,OAKTON ST,71
7559,02/15/2017 12:00:00 AM,832,Wed,32,White,Female,500,DODGE AV,71
7560,02/15/2017 12:00:00 AM,919,Wed,22,White,Male,1100,CHURCH ST/OAK AV,76
7556,02/15/2017 12:00:00 AM,718,Wed,25,White,Female,1900,OAKTON ST,71
7555,02/15/2017 12:00:00 AM,1245,Wed,52,Black,Male,1400,ASBURY AV,74
7446,02/14/2017 12:00:00 AM,12,Tue,44,Black,Female,1000,OAKTON ST,71
7471,02/14/2017 12:00:00 AM,723,Tue,27,White,Male,2500,ASHLAND AV,75
7470,02/14/2017 12:00:00 AM,712,Tue,38,White,Male,2400,GREEN BAY RD,75
7456,02/14/2017 12:00:00 AM,126,Tue,28,White,Male,600,SHERIDAN RD,72
7483,02/14/2017 12:00:00 AM,6,Tue,23,Asian,Male,1900,MAPLE AV/GARNETT PL,76
7484,02/14/2017 12:00:00 AM,26,Tue,28,Black,Male,1900,MAPLE AV,76
7485,02/14/2017 12:00:00 AM,833,Tue,40,White,Male,300,FLORENCE AV,71
7486,02/14/2017 12:00:00 AM,900,Tue,27,Black,Female,900,ASHLAND AV,74
7487,02/14/2017 12:00:00 AM,717,Tue,58,Black,Female,400,DODGE AV,71
7488,02/14/2017 12:00:00 AM,733,Tue,42,Black,Female,400,DODGE AV,71
7489,02/14/2017 12:00:00 AM,744,Tue,43,Black,Female,400,DODGE AV,71
7490,02/14/2017 12:00:00 AM,753,Tue,29,Black,Male,200,DODGE AV,71
7491,02/14/2017 12:00:00 AM,802,Tue,51,Black,Female,300,DODGE AV,71
7492,02/14/2017 12:00:00 AM,813,Tue,37,Black,Female,400,DODGE AV,71
7493,02/14/2017 12:00:00 AM,1055,Tue,48,White,Male,1600,OAKTON ST,71
7494,02/14/2017 12:00:00 AM,1132,Tue,72,White,Male,900,DODGE AV,74
7495,02/14/2017 12:00:00 AM,1111,Tue,48,White,Male,1000,GROVE ST,
7496,02/14/2017 12:00:00 AM,1627,Tue,35,White,Male,200,GREENLEAF ST/SHERIDAN RD,73
7497,02/14/2017 12:00:00 AM,1647,Tue,27,Black,Male,1400,EMERSON ST,77
7498,02/14/2017 12:00:00 AM,1838,Tue,18,Asian,Male,,SIMPSON ST/DEWEY AV,
7499,02/14/2017 12:00:00 AM,2109,Tue,44,Black,Female,2000,BROWN AV,77
7504,02/14/2017 12:00:00 AM,835,Tue,38,White,Male,300,DODGE AV,71
7505,02/14/2017 12:00:00 AM,1043,Tue,36,White,Female,600,DAVIS ST,73
7506,02/14/2017 12:00:00 AM,1104,Tue,62,White,Male,600,LAKE ST,
7507,02/14/2017 12:00:00 AM,2120,Tue,22,White,Female,2000,EMERSON ST,77
7508,02/14/2017 12:00:00 AM,2350,Tue,21,White,Female,400,CHICAGO AV,72
7510,02/14/2017 12:00:00 AM,2349,Tue,36,White,Male,2200,HOWARD ST,
7516,02/14/2017 12:00:00 AM,823,Tue,42,White,Male,200,DODGE AV,71
7517,02/14/2017 12:00:00 AM,1015,Tue,45,White,Male,900,CHICAGO AV,72
7518,02/14/2017 12:00:00 AM,1103,Tue,31,White,Male,400,DODGE AV,71
7519,02/14/2017 12:00:00 AM,1122,Tue,20,White,Female,400,DODGE AV,71
7520,02/14/2017 12:00:00 AM,1128,Tue,48,White,Male,1000,GROVE ST,
7522,02/14/2017 12:00:00 AM,1231,Tue,57,White,Female,1700,MAPLE ST,
7523,02/14/2017 12:00:00 AM,1353,Tue,69,White,Male,1300,WESLEY AV,74
7524,02/14/2017 12:00:00 AM,1544,Tue,28,Black,Male,200,LEE ST,72
7525,02/14/2017 12:00:00 AM,733,Tue,48,White,Female,2100,SHERMAN AV,76
9187,02/14/2017 12:00:00 AM,1927,Tue,47,Hispanic,Male,,MARSHFIELD AV/HOWARD ST,
7526,02/14/2017 12:00:00 AM,1540,Tue,42,White,Female,1100,LAKE ST/OAK AV,73
7527,02/14/2017 12:00:00 AM,1939,Tue,20,White,Male,4000,GOLF RD,
7528,02/14/2017 12:00:00 AM,2059,Tue,45,White,Male,2100,ASHLAND AV/SIMPSON ST,77
7529,02/14/2017 12:00:00 AM,2133,Tue,28,White,Male,400,CUSTER AV/AUSTIN ST,78
7530,02/14/2017 12:00:00 AM,2246,Tue,22,White,Male,1700,CHICAGO AV,76
7531,02/14/2017 12:00:00 AM,2336,Tue,22,White,Male,3300,HOWARD ST,
7448,02/14/2017 12:00:00 AM,27,Tue,32,Black,Male,300,DODGE AV,71
7449,02/14/2017 12:00:00 AM,218,Tue,65,White,Male,1200,FOSTER ST/RIDGE AV,76
7450,02/14/2017 12:00:00 AM,209,Tue,38,White,Male,1700,OAKTON ST/DEWEY AV,71
7451,02/14/2017 12:00:00 AM,19,Tue,42,White,Male,2200,DEMPSTER ST,74
7452,02/14/2017 12:00:00 AM,227,Tue,65,Hispanic,Male,2400,DEMPSTER ST,
7454,02/14/2017 12:00:00 AM,14,Tue,61,Black,Female,200,CUSTER AV/BRUMMEL ST,78
7455,02/14/2017 12:00:00 AM,55,Tue,42,Asian,Female,500,RIDGE AV/OAKTON ST,72
7457,02/14/2017 12:00:00 AM,107,Tue,37,White,Male,1700,MAPLE AV,73
7458,02/14/2017 12:00:00 AM,248,Tue,44,White,Male,900,UNIVERSITY PL,76
7425,02/13/2017 12:00:00 AM,823,Mon,45,Black,Female,400,DODGE AV,71
7424,02/13/2017 12:00:00 AM,811,Mon,37,White,Female,7500,CALIFORNIA AV,
7423,02/13/2017 12:00:00 AM,737,Mon,46,White,Female,400,DODGE AV,71
7422,02/13/2017 12:00:00 AM,729,Mon,43,Black,Male,400,DODGE AV,71
7421,02/13/2017 12:00:00 AM,906,Mon,59,Black,Male,1200,GROVE ST,73
7428,02/13/2017 12:00:00 AM,1153,Mon,62,Black,Female,2200,GREEN BAY RD,77
7427,02/13/2017 12:00:00 AM,1101,Mon,49,White,Female,900,GROVE ST,73
7474,02/13/2017 12:00:00 AM,1354,Mon,63,White,Male,800,LAKE ST/SHERMAN AV,73
7479,02/13/2017 12:00:00 AM,2015,Mon,18,Black,Female,2100,FOSTER ST,77
7416,02/13/2017 12:00:00 AM,746,Mon,32,White,Male,1800,OAKTON ST,71
7415,02/13/2017 12:00:00 AM,725,Mon,44,White,Male,1400,OAKTON ST,71
7414,02/13/2017 12:00:00 AM,134,Mon,18,White,Male,600,DAVIS ST/CHICAGO AV,73
7478,02/13/2017 12:00:00 AM,1923,Mon,,White,Female,700,CENTRAL ST/ORRINGTON AV,76
7453,02/13/2017 12:00:00 AM,2124,Mon,24,White,Female,,RIDGE/BIRCHWOOD,
7477,02/13/2017 12:00:00 AM,1647,Mon,24,Black,Male,1900,HOWARD ST,71
7476,02/13/2017 12:00:00 AM,1433,Mon,59,White,Male,700,RIDGE AV,72
7475,02/13/2017 12:00:00 AM,1554,Mon,,White,Male,1100,EMERSON ST,76
7432,02/13/2017 12:00:00 AM,1244,Mon,78,White,Male,500,ASBURY AV,71
7431,02/13/2017 12:00:00 AM,1221,Mon,84,Black,Female,1800,OAKTON ST,71
7406,02/13/2017 12:00:00 AM,52,Mon,40,Black,Male,21000,HOWARD,
7405,02/13/2017 12:00:00 AM,26,Mon,24,Black,Male,400,HOWARD,
7430,02/13/2017 12:00:00 AM,1142,Mon,28,Black,Male,1700,MAPLE AV,73
7429,02/13/2017 12:00:00 AM,1126,Mon,51,White,Female,1700,MAPLE AV,73
7469,02/13/2017 12:00:00 AM,1227,Mon,24,White,Male,1700,OAKTON ST,71
7468,02/13/2017 12:00:00 AM,1319,Mon,32,White,Male,800,DAVIS ST,73
7467,02/13/2017 12:00:00 AM,1208,Mon,52,White,Female,700,SHERIDAN RD,72
7466,02/13/2017 12:00:00 AM,1151,Mon,28,Black,Female,300,SOUTH BL/FOREST AV,72
7465,02/13/2017 12:00:00 AM,1138,Mon,59,White,Female,1500,ASBURY AV,74
7481,02/13/2017 12:00:00 AM,2302,Mon,20,Black,Male,300,DODGE AV,71
7482,02/13/2017 12:00:00 AM,2312,Mon,39,White,Male,1000,AUSTIN ST,78
7435,02/13/2017 12:00:00 AM,1555,Mon,32,White,Male,3000,CENTRAL ST,75
7436,02/13/2017 12:00:00 AM,1756,Mon,31,White,Male,900,DODGE AV,74
7437,02/13/2017 12:00:00 AM,1701,Mon,56,White,Female,1900,GREENWOOD ST,74
7438,02/13/2017 12:00:00 AM,1557,Mon,20,Black,Male,1200,DARROW AV,74
7439,02/13/2017 12:00:00 AM,1605,Mon,22,White,Female,900,RIDGE AV,74
7440,02/13/2017 12:00:00 AM,2058,Mon,54,Black,Male,400,ASBURY AV,71
7441,02/13/2017 12:00:00 AM,2034,Mon,23,Black,Male,2100,HOWARD ST/ELMWOOD AV,
7442,02/13/2017 12:00:00 AM,2307,Mon,39,Black,Male,1800,HOWARD ST/CLARK ST,
7443,02/13/2017 12:00:00 AM,2327,Mon,24,Black,Male,100,CALLAN AV,78
7444,02/13/2017 12:00:00 AM,2342,Mon,21,Black,Female,1900,DODGE AV/EMERSON ST,77
7445,02/13/2017 12:00:00 AM,2354,Mon,28,Asian,Male,1900,ORRINGTON AV,76
7473,02/13/2017 12:00:00 AM,1335,Mon,34,White,Female,1000,GROVE ST,73
7447,02/13/2017 12:00:00 AM,2346,Mon,27,Black,Male,1700,FOSTER ST,77
7464,02/13/2017 12:00:00 AM,1122,Mon,62,Black,Male,1100,OAKTON ST,78
7463,02/13/2017 12:00:00 AM,1107,Mon,34,Black,Female,1000,GROVE ST/ASBURY AV,
7462,02/13/2017 12:00:00 AM,841,Mon,21,White,Male,400,DODGE AV,71
7461,02/13/2017 12:00:00 AM,745,Mon,22,Black,Female,400,DODGE AV,71
7460,02/13/2017 12:00:00 AM,717,Mon,54,White,Male,400,DODGE AV,71
7472,02/13/2017 12:00:00 AM,1308,Mon,23,White,Female,1300,RIDGE AV,73
7459,02/13/2017 12:00:00 AM,711,Mon,56,Black,Male,400,DODGE AV,71
7434,02/13/2017 12:00:00 AM,1541,Mon,24,White,Female,3200,CENTRAL ST,75
7433,02/13/2017 12:00:00 AM,1311,Mon,70,White,Female,200,DODGE AV,71
7480,02/13/2017 12:00:00 AM,2142,Mon,24,White,Male,2400,HOWARD ST/ASBURY AV,
7426,02/13/2017 12:00:00 AM,1033,Mon,28,White,Female,1200,GROVE ST/RIDGE AV,73
7418,02/12/2017 12:00:00 AM,1618,Sun,39,White,Female,700,RIDGE AV,
7392,02/12/2017 12:00:00 AM,1546,Sun,20,Asian,Male,2200,GREENWOOD ST/HARTREY AV,
7397,02/12/2017 12:00:00 AM,1850,Sun,36,Black,Male,100,RIDGE AV,
7396,02/12/2017 12:00:00 AM,1607,Sun,20,Black,Male,2400,OAKTON ST,71
7375,02/12/2017 12:00:00 AM,104,Sun,37,White,Female,1100,CHURCH ST/OAK AV,76
7374,02/12/2017 12:00:00 AM,56,Sun,37,Black,Male,1700,RIDGE AV/CHURCH ST,73
7373,02/12/2017 12:00:00 AM,31,Sun,24,Black,Male,1800,SHERIDAN RD,76
7390,02/12/2017 12:00:00 AM,1729,Sun,54,Black,Male,1000,OAKTON ST,78
7395,02/12/2017 12:00:00 AM,2006,Sun,53,White,Female,1600,CHICAGO AV,
7394,02/12/2017 12:00:00 AM,1610,Sun,49,White,Male,700,RIDGE AV/MADISON ST,
7389,02/12/2017 12:00:00 AM,1840,Sun,51,White,Male,500,CHICAGO AV,72
7340,02/12/2017 12:00:00 AM,914,Sun,23,White,Female,1800,OAKTON ST,71
7341,02/12/2017 12:00:00 AM,847,Sun,48,Black,Female,400,DODGE AV,71
7342,02/12/2017 12:00:00 AM,904,Sun,37,White,Male,2100,OAKTON ST,71
7380,02/12/2017 12:00:00 AM,1026,Sun,64,White,Male,1800,OAKTON ST,71
7381,02/12/2017 12:00:00 AM,938,Sun,58,White,Male,1500,OAKTON ST,71
7382,02/12/2017 12:00:00 AM,1001,Sun,75,White,Male,1300,OAKTON ST,71
7383,02/12/2017 12:00:00 AM,1015,Sun,27,White,Male,1300,RIDGE AV,74
7384,02/12/2017 12:00:00 AM,1032,Sun,53,White,Male,1000,GROVE ST/MAPLE AV,73
7385,02/12/2017 12:00:00 AM,1258,Sun,22,White,Female,700,SHERIDAN RD,72
7386,02/12/2017 12:00:00 AM,1014,Sun,62,White,Male,1400,RIDGE AV,74
7310,02/12/2017 12:00:00 AM,39,Sun,45,Black,Female,1700,DARROW AV/CHURCH ST,74
7311,02/12/2017 12:00:00 AM,231,Sun,21,White,Female,,MC CORMICK BL/CHURCH ST,
7312,02/12/2017 12:00:00 AM,232,Sun,59,Black,Male,900,CHICAGO AV/MAIN ST,72
7387,02/12/2017 12:00:00 AM,1349,Sun,42,White,Male,1500,OAK AV,73
7420,02/12/2017 12:00:00 AM,2013,Sun,24,White,Male,1000,CHICAGO AV,
7419,02/12/2017 12:00:00 AM,1950,Sun,69,Asian,Female,,CHURCH ST/MAPLE AV,
7393,02/12/2017 12:00:00 AM,1558,Sun,24,Black,Male,1600,RIDGE AV,
7417,02/12/2017 12:00:00 AM,1703,Sun,37,White,Female,1300,GROVE ST/ASBURY AV,74
7413,02/12/2017 12:00:00 AM,2357,Sun,32,Black,Male,1200,HULL TER,78
7412,02/12/2017 12:00:00 AM,2339,Sun,37,Black,Female,1300,MC DANIEL AV/DEMPSTER ST,74
7411,02/12/2017 12:00:00 AM,1653,Sun,29,White,Male,1400,HOWARD ST,
7410,02/12/2017 12:00:00 AM,1824,Sun,61,White,Male,300,RIDGE AV/HULL TER,78
7409,02/12/2017 12:00:00 AM,1653,Sun,51,Black,Male,7500,WESTERN AV,
7408,02/12/2017 12:00:00 AM,249,Sun,29,Hispanic,Male,1000,FLORENCE AV,
7407,02/12/2017 12:00:00 AM,1718,Sun,42,Black,Male,1300,HOWARD ST,71
7404,02/12/2017 12:00:00 AM,2333,Sun,39,White,Male,200,ASBURY AV/BRUMMEL ST,78
7403,02/12/2017 12:00:00 AM,2251,Sun,19,Black,Male,1700,CLEVELAND ST/DEWEY AV,71
7402,02/12/2017 12:00:00 AM,1800,Sun,36,Black,Male,2400,DEMPSTER ST,74
7401,02/12/2017 12:00:00 AM,2050,Sun,18,Black,Male,500,DODGE AV/SOUTH BL,71
7400,02/12/2017 12:00:00 AM,2129,Sun,36,Black,Male,2200,HOWARD ST/RIDGE AV,
7399,02/12/2017 12:00:00 AM,1946,Sun,29,Black,Female,1900,CHURCH ST/DODGE AV,77
7398,02/12/2017 12:00:00 AM,1832,Sun,20,Black,Female,500,CHICAGO AV/SOUTH BL,72
7391,02/12/2017 12:00:00 AM,1941,Sun,33,Black,Male,7500,HOYNE AV,
7388,02/12/2017 12:00:00 AM,1508,Sun,51,White,Male,1300,GROVE ST/ASBURY AV,74
7306,02/11/2017 12:00:00 AM,1927,Sat,38,Black,Female,1400,DEMPSTER ST/WESLEY AV,74
7295,02/11/2017 12:00:00 AM,1541,Sat,17,Black,Male,1100,OAKTON ST,78
7296,02/11/2017 12:00:00 AM,1730,Sat,51,Black,Male,1700,HOWARD AV,
7297,02/11/2017 12:00:00 AM,1747,Sat,23,Black,Male,2600,HOWARD ST/DEWEY AV,
7298,02/11/2017 12:00:00 AM,1809,Sat,70,Black,Male,100,ASBURY AV,78
7299,02/11/2017 12:00:00 AM,1821,Sat,34,Black,Male,700,HOWARD ST,78
7300,02/11/2017 12:00:00 AM,1818,Sat,29,Black,Male,1700,DODGE AV,74
7301,02/11/2017 12:00:00 AM,1836,Sat,48,Asian,Male,1500,HOWARD ST/ASHLAND AV,
7302,02/11/2017 12:00:00 AM,1755,Sat,16,White,Male,1900,SHERMAN AV,76
7303,02/11/2017 12:00:00 AM,1902,Sat,30,White,Male,900,CHICAGO AV/MAIN ST,
7304,02/11/2017 12:00:00 AM,1852,Sat,32,White,Male,800,HOWARD ST,78
7305,02/11/2017 12:00:00 AM,1906,Sat,34,Black,Male,600,RIDGE AV/SEWARD ST,72
7307,02/11/2017 12:00:00 AM,1959,Sat,29,Black,Female,,OAKTON ST/MC CORMICK BL,
7308,02/11/2017 12:00:00 AM,2043,Sat,59,Black,Male,1200,OAKTON ST,78
7309,02/11/2017 12:00:00 AM,2315,Sat,22,White,Male,2100,GREEN BAY RD,77
7319,02/11/2017 12:00:00 AM,0,Sat,33,White,Male,700,CHURCH ST/ORRINGTON AV,76
7321,02/11/2017 12:00:00 AM,17,Sat,54,Asian,Male,1800,SHERIDAN RD/CLARK ST,76
7324,02/11/2017 12:00:00 AM,1127,Sat,25,White,Female,1200,GREENWOOD ST/RIDGE AV,73
7327,02/11/2017 12:00:00 AM,1620,Sat,23,Hispanic,Male,,MC CORMICK BL/OAKTON ST,
7328,02/11/2017 12:00:00 AM,1628,Sat,20,White,Female,2000,OAKTON ST,71
7329,02/11/2017 12:00:00 AM,1639,Sat,58,Black,Male,1200,CHICAGO AV,73
7330,02/11/2017 12:00:00 AM,1639,Sat,46,Black,Male,1600,PITNER AV,
7331,02/11/2017 12:00:00 AM,1708,Sat,19,Black,Male,2500,HOWARD ST,71
7332,02/11/2017 12:00:00 AM,1500,Sat,24,Asian,Female,1300,CHICAGO AV/DEMPSTER ST,73
7376,02/11/2017 12:00:00 AM,53,Sat,36,Black,Female,,OAKTON ST/MC CORMICK BL,
7378,02/11/2017 12:00:00 AM,2,Sat,22,Hispanic,Male,2000,EMERSON ST,77
7379,02/11/2017 12:00:00 AM,23,Sat,26,Black,Male,2200,DEMPSTER ST,74
7377,02/11/2017 12:00:00 AM,139,Sat,28,Black,Male,1700,DEMPSTER ST/DEWEY AV,74
7372,02/11/2017 12:00:00 AM,2214,Sat,24,Black,Male,900,BRUMMEL ST/RIDGE AV,78
7371,02/11/2017 12:00:00 AM,2319,Sat,28,Black,Male,1600,CHICAGO AV,73
7370,02/11/2017 12:00:00 AM,2326,Sat,,White,Male,200,RIDGE AV/HARVARD TER,78
7369,02/11/2017 12:00:00 AM,2302,Sat,68,White,Male,1200,CLARK ST/RIDGE AV,76
7368,02/11/2017 12:00:00 AM,2003,Sat,23,White,Male,1800,MCC,
7367,02/11/2017 12:00:00 AM,2023,Sat,76,White,Male,2500,OAKTON ST,71
7339,02/11/2017 12:00:00 AM,1838,Sat,50,White,Male,600,CHICAGO AV,72
7338,02/11/2017 12:00:00 AM,1830,Sat,53,White,Female,2500,DEMPSTER ST/MC DANIEL AV,74
7337,02/11/2017 12:00:00 AM,1743,Sat,27,,Male,900,GROVE ST/ELMWOOD AV,73
7336,02/11/2017 12:00:00 AM,1738,Sat,19,Black,Female,1400,HOWARD ST,71
7335,02/11/2017 12:00:00 AM,1725,Sat,60,White,Female,900,CHURCH ST,73
7334,02/11/2017 12:00:00 AM,1800,Sat,50,White,Female,900,CHICAGO AV,72
7333,02/11/2017 12:00:00 AM,1739,Sat,58,Black,Female,200,SHERIDAN RD/SHERIDAN PL,
7323,02/11/2017 12:00:00 AM,1115,Sat,42,Asian,Male,1600,SHERMAN AV,73
7322,02/11/2017 12:00:00 AM,848,Sat,32,White,Male,1200,GROVE ST,73
7294,02/11/2017 12:00:00 AM,1254,Sat,50,White,Male,1500,OAK AV/GROVE ST,73
7293,02/11/2017 12:00:00 AM,1247,Sat,46,Hispanic,Male,1200,GROVE ST/RIDGE AV,73
7292,02/11/2017 12:00:00 AM,222,Sat,50,Asian,Female,300,GREENLEAF ST/FOREST AV,73
7291,02/11/2017 12:00:00 AM,307,Sat,25,Black,Male,300,DAVIS ST,73
7290,02/11/2017 12:00:00 AM,324,Sat,54,Black,Male,,MC CORMICK BL/CHURCH ST,
7289,02/11/2017 12:00:00 AM,305,Sat,19,Black,Male,1900,GREEN BAY RD,76
7288,02/11/2017 12:00:00 AM,128,Sat,20,Black,Male,500,ASBURY AV/OAKTON ST,
7287,02/11/2017 12:00:00 AM,52,Sat,57,White,Male,1600,BRUMMEL ST/FLORENCE AV,
7285,02/11/2017 12:00:00 AM,17,Sat,26,White,Female,1000,CHICAGO AV,72
7284,02/11/2017 12:00:00 AM,11,Sat,38,Asian,Female,3300,CHURCH ST,74
7283,02/10/2017 12:00:00 AM,2137,Fri,37,Black,Female,1900,DEMPSTER ST/DODGE AV,74
7243,02/10/2017 12:00:00 AM,9,Fri,18,White,Female,2000,BROWN AV,77
7317,02/10/2017 12:00:00 AM,1958,Fri,44,Black,Female,2400,HOWARD ST/WESTERN AV,
7318,02/10/2017 12:00:00 AM,1929,Fri,18,White,Male,1800,CHURCH ST,74
7320,02/10/2017 12:00:00 AM,2135,Fri,38,Black,Female,1800,SIMPSON ST,77
7325,02/10/2017 12:00:00 AM,2119,Fri,35,Hispanic,Male,500,SHERIDAN RD,72
7326,02/10/2017 12:00:00 AM,2131,Fri,18,White,Female,300,SHERIDAN RD,72
7344,02/10/2017 12:00:00 AM,1023,Fri,52,White,Female,1100,GROVE ST,73
7316,02/10/2017 12:00:00 AM,1635,Fri,36,White,Male,2300,GREEN BAY RD,75
7286,02/10/2017 12:00:00 AM,2213,Fri,41,White,Male,,WESTERN AV/FARGO AV,
7345,02/10/2017 12:00:00 AM,1131,Fri,64,White,Male,1500,RIDGE AV,73
7281,02/10/2017 12:00:00 AM,2107,Fri,18,White,Male,2400,PAYNE ST,75
7346,02/10/2017 12:00:00 AM,1536,Fri,21,White,Female,1400,GREY AV,74
7347,02/10/2017 12:00:00 AM,1630,Fri,27,White,Female,600,DODGE AV,71
7348,02/10/2017 12:00:00 AM,1613,Fri,37,White,Male,1000,GREENLEAF ST,73
7315,02/10/2017 12:00:00 AM,1557,Fri,43,Black,Male,1400,HARTREY AV,74
7314,02/10/2017 12:00:00 AM,1624,Fri,16,Black,Male,1600,DODGE AV,74
7282,02/10/2017 12:00:00 AM,2327,Fri,66,Black,Male,1800,DODGE AV,77
7349,02/10/2017 12:00:00 AM,1627,Fri,61,White,Female,1000,HOWARD ST,78
7350,02/10/2017 12:00:00 AM,1747,Fri,21,Hispanic,Male,1400,MULFORD ST,71
7280,02/10/2017 12:00:00 AM,2037,Fri,45,White,Female,1000,MAIN ST/MAPLE AV,72
7279,02/10/2017 12:00:00 AM,2003,Fri,28,Black,Male,2200,OAKTON ST,71
7278,02/10/2017 12:00:00 AM,1943,Fri,24,Black,Female,1600,MAIN ST/FLORENCE AV,74
7277,02/10/2017 12:00:00 AM,1803,Fri,24,Black,Female,700,DODGE AV,71
7276,02/10/2017 12:00:00 AM,1830,Fri,41,Black,Male,2400,HOWARD ST/WESTERN AV,
7275,02/10/2017 12:00:00 AM,1556,Fri,25,White,Female,2000,OAKTON ST,71
7274,02/10/2017 12:00:00 AM,1240,Fri,21,Black,Female,400,ASBURY AV,71
7273,02/10/2017 12:00:00 AM,1154,Fri,52,White,Female,1000,GROVE ST,73
7272,02/10/2017 12:00:00 AM,1138,Fri,59,White,Male,1600,RIDGE AV,73
7271,02/10/2017 12:00:00 AM,1107,Fri,27,White,Male,1000,GROVE ST,73
7270,02/10/2017 12:00:00 AM,1000,Fri,21,White,Male,,RIDGE AND GROVE,
7269,02/10/2017 12:00:00 AM,1202,Fri,44,White,Male,1700,MAPLE AV,73
7268,02/10/2017 12:00:00 AM,1213,Fri,61,White,Male,1000,SOUTH BL,71
7267,02/10/2017 12:00:00 AM,1049,Fri,36,White,Male,1000,GROVE ST,73
7266,02/10/2017 12:00:00 AM,1031,Fri,27,Black,Male,1700,RIDGE AV,76
7265,02/10/2017 12:00:00 AM,1116,Fri,38,White,Female,600,DAVIS ST,73
7264,02/10/2017 12:00:00 AM,1053,Fri,26,Asian,Male,1600,CHICAGO AV,73
7263,02/10/2017 12:00:00 AM,924,Fri,29,White,Male,2600,HIGHLAND AV,75
7262,02/10/2017 12:00:00 AM,903,Fri,53,White,Female,2000,SHERMAN AV/HAMLIN ST,76
7261,02/10/2017 12:00:00 AM,842,Fri,47,White,Female,3200,THAYER ST,75
7260,02/10/2017 12:00:00 AM,702,Fri,,White,Male,600,SOUTH BL,72
7259,02/10/2017 12:00:00 AM,1,Fri,48,Black,Female,700,FOSTER ST,76
7351,02/10/2017 12:00:00 AM,1751,Fri,20,Black,Female,1400,FOSTER ST,77
7352,02/10/2017 12:00:00 AM,1809,Fri,54,Black,Male,1300,FOWLER AV/DEMPSTER ST,74
7353,02/10/2017 12:00:00 AM,1829,Fri,27,White,Female,2200,HOWARD ST/RIDGE AV,
7354,02/10/2017 12:00:00 AM,1821,Fri,57,Black,Male,900,DODGE AV,74
7355,02/10/2017 12:00:00 AM,1933,Fri,51,Black,Female,,OAKTON ST/MC CORMICK BL,
7356,02/10/2017 12:00:00 AM,2005,Fri,23,White,Male,1100,DODGE AV/GREENLEAF ST,74
7357,02/10/2017 12:00:00 AM,2016,Fri,,White,Male,1600,MC DANIEL AV/DAVIS ST,74
7358,02/10/2017 12:00:00 AM,1816,Fri,19,Black,Male,1800,LAKE ST/DARROW AV,
7359,02/10/2017 12:00:00 AM,2124,Fri,71,White,Male,2400,GREEN BAY RD/LINCOLN ST,75
7360,02/10/2017 12:00:00 AM,2136,Fri,31,White,Female,2400,HOWARD ST/WESTERN AV,
7361,02/10/2017 12:00:00 AM,2140,Fri,24,Asian,Female,1100,HOWARD AV,
7362,02/10/2017 12:00:00 AM,1619,Fri,22,Hispanic,Male,1200,HOWARD ST,
7363,02/10/2017 12:00:00 AM,2208,Fri,32,Black,Male,1900,LYONS ST/DODGE AV,77
7364,02/10/2017 12:00:00 AM,1818,Fri,55,White,Male,1000,GROVE ST,
7365,02/10/2017 12:00:00 AM,2319,Fri,22,White,Male,2000,MAPLE AV/FOSTER ST,76
7366,02/10/2017 12:00:00 AM,2351,Fri,53,Asian,Male,1700,RIDGE AV/CHURCH ST,73
7247,02/10/2017 12:00:00 AM,19,Fri,32,Black,Male,200,CALLAN AV/BRUMMEL ST,78
7245,02/10/2017 12:00:00 AM,139,Fri,24,Black,Female,1700,RIDGE AV,76
7343,02/10/2017 12:00:00 AM,916,Fri,22,Asian,Male,2100,SHERMAN AV,76
7256,02/09/2017 12:00:00 AM,2103,Thu,52,Hispanic,Female,1000,SHERMAN AV,72
7257,02/09/2017 12:00:00 AM,2131,Thu,17,White,Female,700,DODGE AV/MONROE ST,71
7258,02/09/2017 12:00:00 AM,2301,Thu,56,Black,Male,400,HOWARD ST,
7235,02/09/2017 12:00:00 AM,1714,Thu,52,White,Male,1800,DODGE AV,77
7313,02/09/2017 12:00:00 AM,1605,Thu,41,White,Female,2500,EMERSON ST/MC CORMICK BL,75
