rpmainid,Stop Date,Stop Time,Day of the Week,Age,Race,Sex,Street Number,Street Name,Police Beat
45963,03/23/2019 12:00:00 AM,20,Sat,22,White,Female,800,LINCOLN ST,76
45953,03/22/2019 12:00:00 AM,1800,Fri,67,White,Female,500,CHICAGO AV/SOUTH BL,72
45954,03/22/2019 12:00:00 AM,1752,Fri,38,White,Male,800,RIDGE AV/WASHINGTON ST,71
45924,03/22/2019 12:00:00 AM,1048,Fri,19,Black,Male,900,MULFORD ST/RIDGE AV,78
45915,03/22/2019 12:00:00 AM,1036,Fri,67,Black,Male,100,BARTON AV/HOWARD ST,78
45913,03/22/2019 12:00:00 AM,821,Fri,46,White,Female,1000,FOREST AV,
45949,03/22/2019 12:00:00 AM,840,Fri,56,White,Male,100,MAIN ST/SHERIDAN RD,72
45918,03/22/2019 12:00:00 AM,1028,Fri,48,White,Female,1200,ASBURY AV,
45948,03/22/2019 12:00:00 AM,819,Fri,30,White,Female,900,FOREST AV/MAIN ST,72
45941,03/22/2019 12:00:00 AM,1658,Fri,79,White,Male,900,LAKE ST/ASBURY AV,
45955,03/22/2019 12:00:00 AM,1823,Fri,42,White,Male,500,SHERIDAN RD/SHERIDAN SQ,72
45952,03/22/2019 12:00:00 AM,1245,Fri,24,Black,Male,,RIDGE AV/DEMPSTER ST,73
45951,03/22/2019 12:00:00 AM,1634,Fri,47,Black,Male,100,KEENEY ST/SHERIDAN RD,72
45958,03/22/2019 12:00:00 AM,2036,Fri,25,Black,Female,1900,CHURCH ST/DODGE AV,77
45947,03/22/2019 12:00:00 AM,1150,Fri,76,White,Male,1100,GROVE ST/OAK AV,73
45946,03/22/2019 12:00:00 AM,1204,Fri,41,White,Male,,RIDGE AV/DEMPSTER ST,73
45945,03/22/2019 12:00:00 AM,1233,Fri,24,Black,Female,,RIDGE AV/DEMPSTER ST,73
45950,03/22/2019 12:00:00 AM,1011,Fri,52,White,Male,1000,DEMPSTER ST/MAPLE AV,73
45942,03/22/2019 12:00:00 AM,1832,Fri,66,White,Male,1800,RIDGE AV,77
45943,03/22/2019 12:00:00 AM,1846,Fri,57,White,Male,500,SHERIDAN RD/SHERIDAN SQ,72
45938,03/22/2019 12:00:00 AM,1628,Fri,53,White,Female,500,SHERIDAN RD/ARNOLD PL,72
45962,03/22/2019 12:00:00 AM,2344,Fri,30,White,Male,100,RIDGE AV/DOBSON ST,78
45960,03/22/2019 12:00:00 AM,2321,Fri,36,Black,Female,800,MAIN ST/ELMWOOD AV,72
45961,03/22/2019 12:00:00 AM,2354,Fri,56,White,Male,1300,MULFORD ST/ASBURY AV,78
45914,03/22/2019 12:00:00 AM,956,Fri,56,White,Male,1200,DEMPSTER ST/RIDGE AV,73
45921,03/22/2019 12:00:00 AM,102,Fri,43,Black,Male,800,CHICAGO AV/WASHINGTON ST,
45922,03/22/2019 12:00:00 AM,845,Fri,77,White,Male,1100,FOREST AV,
45923,03/22/2019 12:00:00 AM,852,Fri,53,Black,Male,1200,GROVE ST/RIDGE AV,73
45936,03/22/2019 12:00:00 AM,1656,Fri,61,White,Male,1300,EMERSON ST/ASBURY AV,77
45956,03/22/2019 12:00:00 AM,1813,Fri,45,Black,Female,500,SHERIDAN RD/SHERIDAN SQ,72
45957,03/22/2019 12:00:00 AM,2130,Fri,19,White,Female,1000,MAIN ST/MAPLE AV,72
45944,03/22/2019 12:00:00 AM,752,Fri,28,Black,Male,300,MAIN ST/FOREST AV,72
45939,03/22/2019 12:00:00 AM,1651,Fri,18,White,Female,900,RIDGE AV,71
45935,03/22/2019 12:00:00 AM,1540,Fri,27,White,Female,300,SHERIDAN RD,
45909,03/22/2019 12:00:00 AM,738,Fri,59,White,Male,1000,FOREST AV,
45940,03/22/2019 12:00:00 AM,1757,Fri,38,Black,Male,,DEMPSTER ST/LINCOLNWOOD DR,
45937,03/22/2019 12:00:00 AM,908,Fri,55,White,Female,300,MAIN ST/FOREST AV,72
45959,03/22/2019 12:00:00 AM,1508,Fri,42,White,Male,1500,RIDGE AV/GROVE ST,74
45934,03/22/2019 12:00:00 AM,1559,Fri,21,Black,Female,400,SHERIDAN RD,
45910,03/22/2019 12:00:00 AM,756,Fri,34,White,Female,1000,FOREST AV,
45933,03/22/2019 12:00:00 AM,1408,Fri,22,Black,Female,1100,GREENLEAF ST,72
45911,03/22/2019 12:00:00 AM,743,Fri,18,White,Male,1100,FOREST AV,
45912,03/22/2019 12:00:00 AM,834,Fri,67,White,Female,1100,FOREST AV,
45932,03/22/2019 12:00:00 AM,1503,Fri,43,White,Female,7700,N SHERIDAN RD,
45931,03/22/2019 12:00:00 AM,1429,Fri,63,White,Female,7700,N SHERIDAN RD,
45930,03/22/2019 12:00:00 AM,1144,Fri,71,White,Male,1100,GROVE ST,73
45929,03/22/2019 12:00:00 AM,1127,Fri,57,White,Female,1200,GROVE ST,74
45928,03/22/2019 12:00:00 AM,1100,Fri,75,White,Male,1200,GROVE ST,74
45927,03/22/2019 12:00:00 AM,1035,Fri,26,White,Male,1200,DEMPSTER ST,73
45925,03/22/2019 12:00:00 AM,910,Fri,44,White,Male,600,CHICAGO AV,72
45926,03/22/2019 12:00:00 AM,648,Fri,25,White,Female,1100,RIDGE AV/GREENLEAF ST,73
45860,03/21/2019 12:00:00 AM,937,Thu,48,White,Female,2000,GREEN BAY RD,77
45861,03/21/2019 12:00:00 AM,1015,Thu,30,White,Male,1600,DEMPSTER ST,74
45862,03/21/2019 12:00:00 AM,1104,Thu,67,Black,Female,1300,LAKE ST/ASBURY AV,74
45863,03/21/2019 12:00:00 AM,1133,Thu,53,White,Female,1300,EMERSON ST,77
45865,03/21/2019 12:00:00 AM,1204,Thu,24,White,Male,1200,CHURCH ST/RIDGE AV,76
45864,03/21/2019 12:00:00 AM,1145,Thu,52,White,Male,1300,EMERSON ST,77
45866,03/21/2019 12:00:00 AM,1312,Thu,71,White,Female,1200,CHICAGO AV,73
45867,03/21/2019 12:00:00 AM,1328,Thu,54,White,Male,600,GREENLEAF ST/CHICAGO AV,73
45868,03/21/2019 12:00:00 AM,1321,Thu,52,Asian,Male,1300,CHICAGO AV,73
45869,03/21/2019 12:00:00 AM,1331,Thu,78,White,Female,1200,DEMPSTER ST,73
45870,03/21/2019 12:00:00 AM,1357,Thu,65,White,Female,800,ELGIN RD,76
45871,03/21/2019 12:00:00 AM,1405,Thu,42,White,Male,1800,SHERMAN AV,76
45872,03/21/2019 12:00:00 AM,1345,Thu,29,White,Male,1900,RIDGE AV,76
45873,03/21/2019 12:00:00 AM,1356,Thu,23,White,Female,1200,LAKE ST/RIDGE AV,73
45874,03/21/2019 12:00:00 AM,1124,Thu,45,White,Male,1600,ASBURY AV/DAVIS ST,74
45875,03/21/2019 12:00:00 AM,1033,Thu,69,Black,Male,1900,GREEN BAY RD,76
45876,03/21/2019 12:00:00 AM,917,Thu,33,White,Male,1200,LAKE ST/RIDGE AV,73
45877,03/21/2019 12:00:00 AM,945,Thu,36,White,Male,900,FOREST AV/MAIN ST,72
45878,03/21/2019 12:00:00 AM,1252,Thu,72,White,Male,2100,GREEN BAY RD,77
45879,03/21/2019 12:00:00 AM,1406,Thu,49,Black,Female,1200,DEMPSTER ST/RIDGE AV,73
45880,03/21/2019 12:00:00 AM,926,Thu,27,White,Female,1700,ASBURY AV,77
45881,03/21/2019 12:00:00 AM,955,Thu,64,White,Male,1200,LAKE ST/RIDGE AV,73
45882,03/21/2019 12:00:00 AM,1419,Thu,73,White,Male,800,UNIVERSITY PL,76
45883,03/21/2019 12:00:00 AM,1427,Thu,26,White,Female,1900,DODGE AV,77
45884,03/21/2019 12:00:00 AM,1159,Thu,70,White,Female,1300,GRANT ST/ASBURY AV,76
45885,03/21/2019 12:00:00 AM,1320,Thu,72,White,Female,1300,CHICAGO AV,73
45886,03/21/2019 12:00:00 AM,1338,Thu,46,White,Female,1400,SHERMAN AV/LAKE ST,73
45887,03/21/2019 12:00:00 AM,1439,Thu,27,Black,Female,1200,EMERSON ST,76
45888,03/21/2019 12:00:00 AM,1527,Thu,62,Black,Male,1200,CHICAGO AV,73
45889,03/21/2019 12:00:00 AM,1609,Thu,21,Black,Male,1000,CHICAGO AV,72
45890,03/21/2019 12:00:00 AM,1617,Thu,68,White,Male,500,MAIN ST,72
45907,03/21/2019 12:00:00 AM,1135,Thu,66,White,Female,1100,MAIN ST/RIDGE AV,72
45916,03/21/2019 12:00:00 AM,1631,Thu,19,White,Male,100,ASBURY AV,78
45917,03/21/2019 12:00:00 AM,1631,Thu,30,White,Male,100,ASBURY AV,78
45919,03/21/2019 12:00:00 AM,1537,Thu,62,Black,Female,1400,CHICAGO AV,73
45920,03/21/2019 12:00:00 AM,1516,Thu,50,White,Female,800,DEMPSTER ST,73
45906,03/21/2019 12:00:00 AM,1142,Thu,38,White,Male,1200,GREENLEAF ST/RIDGE AV,73
45905,03/21/2019 12:00:00 AM,1129,Thu,37,White,Male,1100,MAIN ST/RIDGE AV,72
45904,03/21/2019 12:00:00 AM,1314,Thu,65,White,Male,1500,OAK AV/GROVE ST,73
45903,03/21/2019 12:00:00 AM,1322,Thu,53,White,Female,1400,RIDGE AV/LAKE ST,73
45902,03/21/2019 12:00:00 AM,1329,Thu,31,White,Female,1500,RIDGE AV/GROVE ST,74
45901,03/21/2019 12:00:00 AM,1338,Thu,24,White,Female,1400,RIDGE AV/LAKE ST,73
45900,03/21/2019 12:00:00 AM,922,Thu,31,White,Male,200,MAIN ST/MICHIGAN AV,72
45899,03/21/2019 12:00:00 AM,1035,Thu,51,White,Female,1200,DAVIS ST/RIDGE AV,73
45898,03/21/2019 12:00:00 AM,1056,Thu,37,Black,Male,500,ASBURY AV/OAKTON ST,78
45897,03/21/2019 12:00:00 AM,1111,Thu,28,White,Male,1100,MAIN ST/RIDGE AV,72
45896,03/21/2019 12:00:00 AM,935,Thu,22,White,Female,200,MAIN ST/MICHIGAN AV,72
45895,03/21/2019 12:00:00 AM,1017,Thu,56,White,Male,100,SOUTH BL/SHERIDAN RD,72
45894,03/21/2019 12:00:00 AM,1002,Thu,30,White,Male,800,SHERIDAN RD/KEDZIE ST,72
45893,03/21/2019 12:00:00 AM,1348,Thu,34,Asian,Female,1000,GROVE ST/ASBURY AV,
45892,03/21/2019 12:00:00 AM,1121,Thu,54,White,Female,,MAIN ST/RIDGE AV,
45908,03/21/2019 12:00:00 AM,2338,Thu,27,Black,Male,2000,JACKSON AV,77
45891,03/21/2019 12:00:00 AM,915,Thu,55,White,Female,300,MAIN ST/FOREST AV,72
45855,03/21/2019 12:00:00 AM,136,Thu,29,Black,Male,900,WASHINGTON ST/ELMWOOD AV,72
45858,03/21/2019 12:00:00 AM,102,Thu,48,White,Male,1200,OAKTON ST/BARTON AV,71
45859,03/21/2019 12:00:00 AM,908,Thu,31,White,Female,1200,LAKE ST/RIDGE AV,73
45844,03/20/2019 12:00:00 AM,1702,Wed,34,White,Male,,N WESTERN AV/W BIRCHWOOD AV,
45835,03/20/2019 12:00:00 AM,952,Wed,33,White,Female,,HOWARD ST/RIDGE AV,
45836,03/20/2019 12:00:00 AM,1244,Wed,52,White,Female,,RIDGE AV/AUSTIN ST,78
45837,03/20/2019 12:00:00 AM,1324,Wed,41,White,Male,1000,MADISON ST/RIDGE AV,71
45838,03/20/2019 12:00:00 AM,939,Wed,43,White,Female,1100,MAIN ST/RIDGE AV,72
45839,03/20/2019 12:00:00 AM,906,Wed,75,Asian,Male,1500,RIDGE AV/GROVE ST,74
45840,03/20/2019 12:00:00 AM,1216,Wed,19,White,Male,800,RIDGE AV/WASHINGTON ST,71
45841,03/20/2019 12:00:00 AM,1229,Wed,42,Black,Male,800,RIDGE AV/WASHINGTON ST,71
45842,03/20/2019 12:00:00 AM,1500,Wed,29,White,Male,1100,LEE ST/RIDGE AV,72
45843,03/20/2019 12:00:00 AM,1633,Wed,61,White,Female,100,BARTON AV/HOWARD ST,78
45845,03/20/2019 12:00:00 AM,1743,Wed,44,White,Male,100,ELMWOOD AV/HOWARD ST,78
45846,03/20/2019 12:00:00 AM,1849,Wed,27,Asian,Male,900,FOREST AV/MAIN ST,72
45847,03/20/2019 12:00:00 AM,1527,Wed,44,White,Male,1300,HOWARD ST,71
45832,03/20/2019 12:00:00 AM,2347,Wed,19,Black,Male,,S ALLEY CALVARY CEMETERY,
45833,03/20/2019 12:00:00 AM,914,Wed,27,White,Male,1100,RIDGE AV/GREENLEAF ST,73
45834,03/20/2019 12:00:00 AM,924,Wed,46,White,Male,1200,DEMPSTER ST/RIDGE AV,73
45831,03/20/2019 12:00:00 AM,1742,Wed,61,Black,Female,1700,EMERSON ST/DEWEY AV,77
45830,03/20/2019 12:00:00 AM,1458,Wed,25,Black,Male,1900,DARROW AV/EMERSON ST,77
45848,03/20/2019 12:00:00 AM,1800,Wed,40,Asian,Male,300,GREENLEAF ST/FOREST AV,73
45849,03/20/2019 12:00:00 AM,1919,Wed,24,White,Male,1600,DODGE AV,74
45850,03/20/2019 12:00:00 AM,1525,Wed,23,White,Male,1900,RIDGE AV,76
45851,03/20/2019 12:00:00 AM,2342,Wed,54,White,Male,1400,LINCOLN ST/WESLEY AV,75
45852,03/20/2019 12:00:00 AM,1122,Wed,22,White,Female,1300,OAKTON ST/ASBURY AV,71
45854,03/20/2019 12:00:00 AM,1736,Wed,39,Black,Female,1900,DODGE AV/EMERSON ST,77
45856,03/20/2019 12:00:00 AM,1713,Wed,47,Black,Male,2600,EMERSON ST/MCCORMICK BL,75
45857,03/20/2019 12:00:00 AM,1331,Wed,24,White,Male,1000,CLEVELAND ST/RIDGE AV,71
45829,03/20/2019 12:00:00 AM,1256,Wed,19,Black,Male,1000,MONROE ST/RIDGE AV,72
45800,03/20/2019 12:00:00 AM,1053,Wed,44,White,Female,1200,CHICAGO AV,73
45795,03/20/2019 12:00:00 AM,1006,Wed,75,White,Female,1700,RIDGE AV/CHURCH ST,73
45793,03/20/2019 12:00:00 AM,1050,Wed,48,White,Male,1000,EMERSON ST,76
45787,03/20/2019 12:00:00 AM,840,Wed,61,White,Male,1500,RIDGE AV/GROVE ST,74
45786,03/20/2019 12:00:00 AM,208,Wed,18,Black,Male,600,OAKTON ST,72
45785,03/20/2019 12:00:00 AM,133,Wed,39,Black,Male,1400,DEMPSTER ST/WESLEY AV,74
45752,03/19/2019 12:00:00 AM,754,Tue,70,White,Male,1000,FOREST AV,
45750,03/19/2019 12:00:00 AM,741,Tue,57,White,Male,1000,FOREST AV,
45749,03/19/2019 12:00:00 AM,733,Tue,54,White,Female,1000,FOREST AV,
45748,03/19/2019 12:00:00 AM,717,Tue,59,Black,Male,300,LEE ST,
45747,03/19/2019 12:00:00 AM,658,Tue,43,White,Male,1000,FOREST AV,
45725,03/19/2019 12:00:00 AM,804,Tue,28,Black,Male,,W JONQUIL TER/N BOSWORTH AV,
45724,03/19/2019 12:00:00 AM,712,Tue,32,White,Male,1000,FOREST AV/LEE ST,72
45723,03/19/2019 12:00:00 AM,650,Tue,50,White,Male,300,GREENLEAF ST/FOREST AV,73
45722,03/19/2019 12:00:00 AM,132,Tue,55,Black,Male,700,DODGE AV/MONROE ST,71
45760,03/19/2019 12:00:00 AM,1132,Tue,66,Black,Male,1100,LAKE ST/OAK AV,73
45764,03/19/2019 12:00:00 AM,1235,Tue,25,Black,Male,500,RIDGE AV,78
45768,03/19/2019 12:00:00 AM,1018,Tue,21,White,Female,1300,DEMPSTER ST/ASBURY AV,74
45828,03/19/2019 12:00:00 AM,1653,Tue,22,White,Male,1300,GROVE ST/ASBURY AV,74
45827,03/19/2019 12:00:00 AM,1737,Tue,42,White,Male,2000,MAIN ST,71
45826,03/19/2019 12:00:00 AM,1709,Tue,35,Black,Male,500,RIDGE AV/SOUTH BL,72
45825,03/19/2019 12:00:00 AM,1537,Tue,32,White,Female,1300,LAKE ST/ASBURY AV,74
45824,03/19/2019 12:00:00 AM,1716,Tue,25,White,Male,1200,RIDGE AV/CRAIN ST,73
45823,03/19/2019 12:00:00 AM,1729,Tue,26,Black,Male,1500,OAK AV/GROVE ST,73
45822,03/19/2019 12:00:00 AM,1657,Tue,30,Black,Male,1500,ASBURY AV,
45821,03/19/2019 12:00:00 AM,1707,Tue,35,White,Male,900,RIDGE AV/MAIN ST,72
45820,03/19/2019 12:00:00 AM,1535,Tue,51,White,Female,1300,PITNER AV/DEMPSTER ST,74
45819,03/19/2019 12:00:00 AM,1616,Tue,63,White,Female,1900,GREEN BAY RD,77
45818,03/19/2019 12:00:00 AM,1838,Tue,45,,Female,1600,SHERMAN AV,73
45817,03/19/2019 12:00:00 AM,1405,Tue,28,White,Female,1000,CHICAGO AV,72
45816,03/19/2019 12:00:00 AM,1734,Tue,61,,Male,1100,GROVE ST/OAK AV,73
45815,03/19/2019 12:00:00 AM,1714,Tue,38,Black,Male,2000,GREENWOOD ST,
45814,03/19/2019 12:00:00 AM,1701,Tue,27,Black,Male,1900,LAKE ST,
45813,03/19/2019 12:00:00 AM,1728,Tue,38,White,Female,600,DEMPSTER ST,73
45812,03/19/2019 12:00:00 AM,1713,Tue,26,White,Female,0,HOWARD ST/RIDGE AV,
45811,03/19/2019 12:00:00 AM,1638,Tue,19,Black,Male,1300,E GOLF RD/MARY ST,
45810,03/19/2019 12:00:00 AM,1154,Tue,34,White,Female,1300,GREENWOOD ST/ASBURY AV,74
45809,03/19/2019 12:00:00 AM,1423,Tue,27,White,Male,300,SHERIDAN RD,
45808,03/19/2019 12:00:00 AM,1702,Tue,62,White,Female,1700,MAPLE AV,76
45807,03/19/2019 12:00:00 AM,1630,Tue,30,White,Male,1100,CHICAGO AV,73
45806,03/19/2019 12:00:00 AM,1122,Tue,91,White,Male,1500,HINMAN AV/GROVE ST,73
45805,03/19/2019 12:00:00 AM,857,Tue,39,White,Male,300,RIDGE AV/MULFORD ST,78
45804,03/19/2019 12:00:00 AM,845,Tue,41,White,Female,1000,FOREST AV,
45803,03/19/2019 12:00:00 AM,1553,Tue,61,White,Male,900,DAVIS ST,73
45802,03/19/2019 12:00:00 AM,1527,Tue,38,White,Male,1200,EMERSON ST,76
45801,03/19/2019 12:00:00 AM,951,Tue,20,Black,Female,800,HOWARD ST,78
45767,03/19/2019 12:00:00 AM,1252,Tue,37,White,Male,1400,LAKE ST/WESLEY AV,74
45799,03/19/2019 12:00:00 AM,837,Tue,54,White,Male,1000,FOREST AV,
45798,03/19/2019 12:00:00 AM,1734,Tue,36,White,Male,1300,GREENWOOD ST/ASBURY AV,
45797,03/19/2019 12:00:00 AM,1029,Tue,52,Black,Male,,W CHASE AV/N RIDGE BL,
45796,03/19/2019 12:00:00 AM,1111,Tue,22,White,Female,1100,GROVE ST,73
45766,03/19/2019 12:00:00 AM,1217,Tue,44,White,Male,1400,ASBURY AV/GREENWOOD ST,74
45794,03/19/2019 12:00:00 AM,2304,Tue,42,White,Male,1700,MCCORMICK BL/PRAIRIE AV,75
45765,03/19/2019 12:00:00 AM,1102,Tue,28,White,Female,1600,LAKE ST/FLORENCE AV,74
45792,03/19/2019 12:00:00 AM,1702,Tue,46,White,Female,0,HOWARD ST/BARTON AV,
45791,03/19/2019 12:00:00 AM,1615,Tue,69,Asian,Male,2400,W HOWARD ST,
45790,03/19/2019 12:00:00 AM,1520,Tue,40,White,Male,1000,FOREST AV/LEE ST,
45789,03/19/2019 12:00:00 AM,1755,Tue,50,White,Male,1300,DEMPSTER ST/ASBURY AV,
45788,03/19/2019 12:00:00 AM,1032,Tue,38,White,Female,1300,GREENWOOD ST/ASBURY AV,74
45763,03/19/2019 12:00:00 AM,1235,Tue,31,Black,Male,1400,LAKE ST/WESLEY AV,74
45762,03/19/2019 12:00:00 AM,1226,Tue,59,Black,Male,0,HOWARD ST/CUSTER AV,
45761,03/19/2019 12:00:00 AM,1154,Tue,36,Black,Male,1300,GREENWOOD ST/ASBURY AV,74
45784,03/19/2019 12:00:00 AM,1748,Tue,68,White,Female,100,CUSTER AV,78
45783,03/19/2019 12:00:00 AM,1803,Tue,30,White,Male,1300,DRYDEN PL/ASBURY AV,
45782,03/19/2019 12:00:00 AM,1743,Tue,68,Black,Male,1400,GREENWOOD ST/WESLEY AV,
45781,03/19/2019 12:00:00 AM,1318,Tue,29,Black,Female,500,DODGE AV/OAKTON ST,71
45780,03/19/2019 12:00:00 AM,1717,Tue,57,Asian,Male,0,HOWARD ST/ASBURY AV,
45779,03/19/2019 12:00:00 AM,1649,Tue,24,White,Male,1200,DAVIS ST,74
45778,03/19/2019 12:00:00 AM,1647,Tue,44,Asian,Male,0,HOWARD ST/ASBURY AV,
45777,03/19/2019 12:00:00 AM,1632,Tue,70,White,Female,0,HOWARD ST/RIDGE AV,
45776,03/19/2019 12:00:00 AM,1545,Tue,62,White,Male,1700,CHICAGO AV,73
45775,03/19/2019 12:00:00 AM,1556,Tue,41,White,Male,700,SHERIDAN RD,
45759,03/19/2019 12:00:00 AM,1122,Tue,51,White,Female,1600,LAKE ST/FLORENCE AV,74
45773,03/19/2019 12:00:00 AM,1515,Tue,56,White,Male,1600,CHICAGO AV,73
45772,03/19/2019 12:00:00 AM,1448,Tue,24,Asian,Male,1100,CHICAGO AV,72
45771,03/19/2019 12:00:00 AM,1334,Tue,49,White,Female,1300,DRYDEN PL/ASBURY AV,74
45770,03/19/2019 12:00:00 AM,1321,Tue,41,White,Female,1300,GREENWOOD ST/ASBURY AV,74
45769,03/19/2019 12:00:00 AM,1305,Tue,50,White,Male,1400,LAKE ST/WESLEY AV,74
45853,03/19/2019 12:00:00 AM,1645,Tue,35,White,Male,0,HOWARD ST/ASBURY AV,
45758,03/19/2019 12:00:00 AM,1048,Tue,55,Black,Female,1300,GREENWOOD ST/ASBURY AV,74
45757,03/19/2019 12:00:00 AM,1052,Tue,25,Black,Male,1200,RIDGE AV,73
45756,03/19/2019 12:00:00 AM,1026,Tue,35,Black,Male,100,RIDGE AV,
45755,03/19/2019 12:00:00 AM,825,Tue,45,White,Female,300,GREENLEAF ST,72
45754,03/19/2019 12:00:00 AM,817,Tue,41,White,Female,300,GREENLEAF ST,72
45753,03/19/2019 12:00:00 AM,804,Tue,51,White,Male,1000,FOREST AV,
45739,03/18/2019 12:00:00 AM,821,Mon,77,White,Female,1100,FOREST AV,
45615,03/18/2019 12:00:00 AM,117,Mon,59,White,Male,500,SHERIDAN RD/SHERIDAN SQ,72
45741,03/18/2019 12:00:00 AM,911,Mon,37,White,Male,200,MAIN ST,72
45740,03/18/2019 12:00:00 AM,1313,Mon,24,White,Female,1300,LAKE ST/ASBURY AV,74
45738,03/18/2019 12:00:00 AM,1939,Mon,33,White,Male,1600,MAPLE AV/DAVIS ST,73
45737,03/18/2019 12:00:00 AM,1835,Mon,26,White,Male,1100,CLARK ST/OAK AV,76
45736,03/18/2019 12:00:00 AM,1806,Mon,61,White,Female,300,MAIN ST/FOREST AV,72
45735,03/18/2019 12:00:00 AM,1646,Mon,53,Black,Male,0,HOWARD ST/ASBURY AV,
45734,03/18/2019 12:00:00 AM,1615,Mon,43,White,Female,0,HOWARD ST/BARTON AV,
45733,03/18/2019 12:00:00 AM,932,Mon,31,Black,Female,1200,CHURCH ST/RIDGE AV,76
45732,03/18/2019 12:00:00 AM,1759,Mon,31,Asian,Male,1900,MAIN ST/DODGE AV,74
45731,03/18/2019 12:00:00 AM,2118,Mon,27,Asian,Female,1400,RIDGE AV/GREENWOOD ST,73
45730,03/18/2019 12:00:00 AM,1623,Mon,26,White,Male,1800,CENTRAL ST,75
45729,03/18/2019 12:00:00 AM,1631,Mon,44,Asian,Female,100,ASBURY AV,78
45728,03/18/2019 12:00:00 AM,1816,Mon,27,White,Male,1600,DODGE AV,74
45727,03/18/2019 12:00:00 AM,1753,Mon,57,Asian,Female,300,GREENLEAF ST/FOREST AV,73
45726,03/18/2019 12:00:00 AM,1456,Mon,31,White,Female,1300,ASBURY AV/DEMPSTER ST,74
45721,03/18/2019 12:00:00 AM,2144,Mon,32,Black,Male,500,CHICAGO AV,
45720,03/18/2019 12:00:00 AM,1649,Mon,52,White,Male,1800,SHERMAN AV,76
45719,03/18/2019 12:00:00 AM,1550,Mon,79,White,Female,1800,LINCOLN ST/GREEN BAY RD,75
45718,03/18/2019 12:00:00 AM,1535,Mon,18,Black,Male,,SIMPSON ST/DARROW AV,
45717,03/18/2019 12:00:00 AM,2132,Mon,44,White,Male,1200,GROVE ST/RIDGE AV,73
45716,03/18/2019 12:00:00 AM,1633,Mon,82,White,Female,100,CUSTER AV,78
45715,03/18/2019 12:00:00 AM,1844,Mon,34,Asian,Female,300,GREENLEAF ST/FOREST AV,73
45714,03/18/2019 12:00:00 AM,1723,Mon,61,White,Male,100,RIDGE AV/DOBSON ST,78
45713,03/18/2019 12:00:00 AM,1711,Mon,24,White,Male,200,CUSTER AV/BRUMMEL ST,78
45712,03/18/2019 12:00:00 AM,831,Mon,50,Black,Female,1100,FOREST AV,
45711,03/18/2019 12:00:00 AM,831,Mon,56,White,Male,1600,MAPLE AV/DAVIS ST,73
45710,03/18/2019 12:00:00 AM,727,Mon,76,White,Male,1000,FOREST AV,
45709,03/18/2019 12:00:00 AM,847,Mon,33,Asian,Female,1000,FOREST AV,
45708,03/18/2019 12:00:00 AM,806,Mon,48,White,Female,1100,FOREST AV,
45707,03/18/2019 12:00:00 AM,757,Mon,32,Asian,Male,1100,FOREST AV,
45706,03/18/2019 12:00:00 AM,747,Mon,59,White,Male,1100,FOREST AV,
45705,03/18/2019 12:00:00 AM,732,Mon,44,Asian,Female,1000,FOREST AV,
45704,03/18/2019 12:00:00 AM,1151,Mon,21,White,Male,1100,CHURCH ST/OAK AV,76
45703,03/18/2019 12:00:00 AM,1205,Mon,89,White,Male,800,CHURCH ST,73
45702,03/18/2019 12:00:00 AM,1119,Mon,72,White,Female,1900,W HOWARD AV,
45701,03/18/2019 12:00:00 AM,1122,Mon,30,White,Male,1500,ASBURY AV/GROVE ST,74
45700,03/18/2019 12:00:00 AM,1114,Mon,60,White,Male,1900,GREEN BAY RD,77
45699,03/18/2019 12:00:00 AM,822,Mon,63,Black,Male,1100,GROVE ST/OAK AV,73
45698,03/18/2019 12:00:00 AM,1042,Mon,63,White,Female,0,HOWARD ST/ASBURY AV,
45697,03/18/2019 12:00:00 AM,1017,Mon,57,White,Female,1300,LAKE ST/ASBURY AV,74
45696,03/18/2019 12:00:00 AM,852,Mon,33,Black,Female,1900,FOSTER ST/DODGE AV,77
45695,03/18/2019 12:00:00 AM,830,Mon,33,White,Male,1200,CLARK ST/RIDGE AV,76
45694,03/18/2019 12:00:00 AM,1041,Mon,40,White,Female,1300,LAKE ST/ASBURY AV,74
45693,03/18/2019 12:00:00 AM,922,Mon,29,Black,Female,1800,FOSTER ST/DARROW AV,77
45612,03/18/2019 12:00:00 AM,12,Mon,21,Black,Male,1400,DOBSON ST,71
45613,03/18/2019 12:00:00 AM,24,Mon,41,Black,Male,100,DODGE AV/HOWARD ST,71
45614,03/18/2019 12:00:00 AM,44,Mon,19,Hispanic,Female,100,ELMWOOD AV,78
45751,03/18/2019 12:00:00 AM,1605,Mon,49,White,Female,700,NOYES ST,76
45746,03/18/2019 12:00:00 AM,2146,Mon,23,Asian,Female,700,OAKTON ST,
45745,03/18/2019 12:00:00 AM,1712,Mon,31,Black,Male,700,HOWARD ST,
45744,03/18/2019 12:00:00 AM,1142,Mon,42,White,Female,1000,GROVE ST,73
45743,03/18/2019 12:00:00 AM,1134,Mon,60,White,Male,1500,RIDGE AV,74
45742,03/18/2019 12:00:00 AM,1550,Mon,26,White,Female,,N CLAREMONT AV/W HOWARD ST,
45607,03/17/2019 12:00:00 AM,1830,Sun,67,White,Male,1800,LAKE ST/DARROW AV,74
45606,03/17/2019 12:00:00 AM,1828,Sun,42,White,Male,800,SOUTH BL,
