Citation Number,Citation Date,Citation Time,Day of the Week,Age,Race,Sex,Police Beat
YE599931,09/03/2017 12:00:00 AM,957,Sun,34,White,Male,
YE593229,09/03/2017 12:00:00 AM,1345,Sun,19,Black,Male,
SE580258,09/03/2017 12:00:00 AM,2157,Sun,34,White,Male,
YE599981,09/03/2017 12:00:00 AM,1331,Sun,22,Black,Male,
YE599982,09/03/2017 12:00:00 AM,1331,Sun,22,Black,Male,
YE599983,09/03/2017 12:00:00 AM,1331,Sun,22,Black,Male,
YE303767,09/02/2017 12:00:00 AM,1800,Sat,26,Black,Male,
EV70650,09/02/2017 12:00:00 AM,900,Sat,43,White,Male,
SE580291,09/02/2017 12:00:00 AM,1055,Sat,76,,Female,
YE593686,09/02/2017 12:00:00 AM,2037,Sat,25,Unknown,Male,
YE593685,09/02/2017 12:00:00 AM,2037,Sat,25,Unknown,Male,
YE593684,09/02/2017 12:00:00 AM,2037,Sat,25,Unknown,Male,
YE597163,09/02/2017 12:00:00 AM,1655,Sat,50,White,Female,
YE597330,09/02/2017 12:00:00 AM,1723,Sat,42,White,Female,
YE597165,09/02/2017 12:00:00 AM,1655,Sat,50,White,Female,
YE596963,09/02/2017 12:00:00 AM,141,Sat,39,Unknown,Male,
YE596962,09/02/2017 12:00:00 AM,141,Sat,39,Unknown,Male,
YE597164,09/02/2017 12:00:00 AM,1655,Sat,50,White,Female,
YE593366,09/02/2017 12:00:00 AM,900,Sat,20,,Male,
YE593367,09/02/2017 12:00:00 AM,900,Sat,20,,Male,
YE303768,09/02/2017 12:00:00 AM,1800,Sat,26,Black,Male,
YE303769,09/02/2017 12:00:00 AM,1800,Sat,26,Black,Male,
YE600605,09/02/2017 12:00:00 AM,631,Sat,52,White,Male,75
YE600604,09/02/2017 12:00:00 AM,2011,Sat,52,Asian,Male,75
YE600596,09/02/2017 12:00:00 AM,1030,Sat,28,White,Male,78
YE600595,09/02/2017 12:00:00 AM,1030,Sat,28,White,Male,78
YE600594,09/02/2017 12:00:00 AM,1030,Sat,28,White,Male,78
YE592989,09/01/2017 12:00:00 AM,1220,Fri,19,White,Male,
YE597328,09/01/2017 12:00:00 AM,1950,Fri,55,Unknown,Female,
YE597329,09/01/2017 12:00:00 AM,1950,Fri,55,Unknown,Female,
EV80486,09/01/2017 12:00:00 AM,517,Fri,44,White,Male,
EV70649,09/01/2017 12:00:00 AM,1037,Fri,52,White,Male,
YE600603,09/01/2017 12:00:00 AM,1218,Fri,23,,Female,
YE600602,09/01/2017 12:00:00 AM,1025,Fri,42,,Female,
YE600601,09/01/2017 12:00:00 AM,825,Fri,51,White,Male,
YE600600,09/01/2017 12:00:00 AM,825,Fri,51,White,Male,
YE600597,09/01/2017 12:00:00 AM,820,Fri,26,White,Male,
EV70647,09/01/2017 12:00:00 AM,1243,Fri,23,White,Male,71
EV83354,09/01/2017 12:00:00 AM,538,Fri,51,,Male,
EV22823,09/01/2017 12:00:00 AM,1840,Fri,25,White,Female,76
YE597596,09/01/2017 12:00:00 AM,841,Fri,32,White,Male,
YE597597,09/01/2017 12:00:00 AM,2120,Fri,42,White,Female,
SE580255,09/01/2017 12:00:00 AM,125,Fri,36,White,Female,
YE592988,09/01/2017 12:00:00 AM,1220,Fri,19,White,Male,
YE599959,09/01/2017 12:00:00 AM,1213,Fri,63,,Female,
YE361459,09/01/2017 12:00:00 AM,800,Fri,25,White,Female,
EV85636,09/01/2017 12:00:00 AM,1250,Fri,40,Black,Female,77
EV85635,09/01/2017 12:00:00 AM,1020,Fri,23,Black,Female,72
EV85634,09/01/2017 12:00:00 AM,912,Fri,35,Black,Female,71
EV85460,09/01/2017 12:00:00 AM,1220,Fri,33,White,Female,78
YE593683,08/31/2017 12:00:00 AM,1735,Thu,45,White,Male,
EV83352,08/31/2017 12:00:00 AM,1705,Thu,36,Unknown,Male,
YE352077,08/31/2017 12:00:00 AM,1740,Thu,59,,Male,
EV80701,08/31/2017 12:00:00 AM,950,Thu,27,White,Male,
EV84416,08/31/2017 12:00:00 AM,1515,Thu,74,White,Male,
EV84415,08/31/2017 12:00:00 AM,920,Thu,63,White,Female,
EV80702,08/31/2017 12:00:00 AM,1031,Thu,31,White,Male,
SE580252,08/31/2017 12:00:00 AM,1936,Thu,34,Asian,Male,
YE597159,08/31/2017 12:00:00 AM,1725,Thu,34,Asian,Male,
YE597156,08/31/2017 12:00:00 AM,827,Thu,63,White,Female,
SE580254,08/31/2017 12:00:00 AM,2203,Thu,65,Black,Male,
EV85633,08/31/2017 12:00:00 AM,824,Thu,61,Black,Male,
YE361457,08/31/2017 12:00:00 AM,2025,Thu,23,,Male,
EV83211,08/31/2017 12:00:00 AM,940,Thu,57,White,Male,
YE599951,08/31/2017 12:00:00 AM,740,Thu,32,Black,Male,74
YE597157,08/31/2017 12:00:00 AM,435,Thu,25,White,Male,71
SE580249,08/31/2017 12:00:00 AM,1936,Thu,34,Asian,Male,
EV80703,08/31/2017 12:00:00 AM,1100,Thu,22,,Male,
YE302658,08/31/2017 12:00:00 AM,1455,Thu,28,Black,Male,
SE580253,08/31/2017 12:00:00 AM,2136,Thu,21,Hispanic,Male,
SE580250,08/31/2017 12:00:00 AM,1936,Thu,34,Asian,Male,
EV84285,08/31/2017 12:00:00 AM,406,Thu,36,Black,Male,71
EV85459,08/31/2017 12:00:00 AM,2244,Thu,32,White,Female,78
YE599953,08/31/2017 12:00:00 AM,908,Thu,32,Black,Female,71
EV80484,08/31/2017 12:00:00 AM,21,Thu,51,White,Female,
EV80485,08/31/2017 12:00:00 AM,551,Thu,29,White,Male,
SE580251,08/31/2017 12:00:00 AM,1936,Thu,34,Asian,Male,
EV84420,08/31/2017 12:00:00 AM,1833,Thu,22,White,Female,76
EV84419,08/31/2017 12:00:00 AM,1815,Thu,37,White,Female,72
YE597158,08/31/2017 12:00:00 AM,1708,Thu,69,Black,Male,
YE599958,08/31/2017 12:00:00 AM,1254,Thu,37,Black,Male,
YE599957,08/31/2017 12:00:00 AM,1240,Thu,61,White,Male,
YE599956,08/31/2017 12:00:00 AM,1,Thu,35,Black,Male,
YE599955,08/31/2017 12:00:00 AM,1043,Thu,24,Black,Female,
YE599954,08/31/2017 12:00:00 AM,1033,Thu,35,Asian,Male,78
EV84418,08/31/2017 12:00:00 AM,1804,Thu,41,White,Female,72
EV84417,08/31/2017 12:00:00 AM,315,Thu,70,White,Female,
YE599952,08/31/2017 12:00:00 AM,854,Thu,22,White,Male,
YE599942,08/30/2017 12:00:00 AM,811,Wed,40,Unknown,Male,
YE593602,08/30/2017 12:00:00 AM,1755,Wed,16,,Male,
YE599941,08/30/2017 12:00:00 AM,800,Wed,60,White,Male,
YE599940,08/30/2017 12:00:00 AM,707,Wed,26,,Female,
YE599928,08/30/2017 12:00:00 AM,747,Wed,49,White,Female,
YE593601,08/30/2017 12:00:00 AM,1755,Wed,16,,Male,
EV69772,08/30/2017 12:00:00 AM,955,Wed,59,Black,Male,77
YE597594,08/30/2017 12:00:00 AM,928,Wed,37,Black,Female,
EV84414,08/30/2017 12:00:00 AM,1010,Wed,27,White,Male,
EV84413,08/30/2017 12:00:00 AM,955,Wed,30,White,Male,
EV84412,08/30/2017 12:00:00 AM,955,Wed,29,White,Female,
EV84411,08/30/2017 12:00:00 AM,857,Wed,31,Black,Male,73
YE597150,08/30/2017 12:00:00 AM,704,Wed,67,,Female,
EV84410,08/30/2017 12:00:00 AM,848,Wed,33,Black,Female,
EV84409,08/30/2017 12:00:00 AM,833,Wed,39,White,Male,71
EV84408,08/30/2017 12:00:00 AM,818,Wed,72,White,Female,
YE597151,08/30/2017 12:00:00 AM,704,Wed,67,,Female,
YE597152,08/30/2017 12:00:00 AM,704,Wed,67,,Female,
YE597153,08/30/2017 12:00:00 AM,739,Wed,34,,Male,
EV84407,08/30/2017 12:00:00 AM,720,Wed,32,White,Female,73
EV84284,08/30/2017 12:00:00 AM,914,Wed,43,,Female,
YE597154,08/30/2017 12:00:00 AM,749,Wed,41,White,Male,72
YE593881,08/30/2017 12:00:00 AM,2208,Wed,33,White,Female,73
YE597155,08/30/2017 12:00:00 AM,749,Wed,41,White,Male,72
EV83351,08/30/2017 12:00:00 AM,508,Wed,34,White,Male,
EV85632,08/30/2017 12:00:00 AM,1017,Wed,55,White,Male,76
EV85629,08/30/2017 12:00:00 AM,907,Wed,39,Black,Male,71
EV85630,08/30/2017 12:00:00 AM,928,Wed,51,White,Male,74
EV85628,08/30/2017 12:00:00 AM,823,Wed,30,White,Female,71
EV85627,08/30/2017 12:00:00 AM,735,Wed,25,Unknown,Male,
EV85626,08/30/2017 12:00:00 AM,726,Wed,27,Black,Male,
EV85625,08/30/2017 12:00:00 AM,655,Wed,23,White,Male,72
EV80637,08/30/2017 12:00:00 AM,116,Wed,27,Asian,Male,
EV82650,08/30/2017 12:00:00 AM,908,Wed,39,White,Male,
EV85458,08/30/2017 12:00:00 AM,926,Wed,34,Black,Female,
EV85457,08/30/2017 12:00:00 AM,801,Wed,46,Black,Male,78
EV80774,08/30/2017 12:00:00 AM,710,Wed,24,,Female,77
EV80775,08/30/2017 12:00:00 AM,725,Wed,27,White,Male,77
EV80776,08/30/2017 12:00:00 AM,800,Wed,32,White,Male,77
EV80777,08/30/2017 12:00:00 AM,915,Wed,20,,Male,77
EV82645,08/30/2017 12:00:00 AM,650,Wed,49,White,Male,71
EV82646,08/30/2017 12:00:00 AM,715,Wed,27,White,Female,
YE597590,08/30/2017 12:00:00 AM,700,Wed,53,,Male,
YE597591,08/30/2017 12:00:00 AM,928,Wed,37,Black,Female,
YE597592,08/30/2017 12:00:00 AM,928,Wed,37,Black,Female,
EV84286,08/30/2017 12:00:00 AM,418,Wed,40,White,Male,71
EV84287,08/30/2017 12:00:00 AM,429,Wed,35,Black,Male,71
EV84288,08/30/2017 12:00:00 AM,1650,Wed,37,White,Male,
EV80778,08/30/2017 12:00:00 AM,930,Wed,33,Black,Female,77
YE597593,08/30/2017 12:00:00 AM,928,Wed,37,Black,Female,
YE593253,08/30/2017 12:00:00 AM,304,Wed,22,Black,Male,
YE593254,08/30/2017 12:00:00 AM,304,Wed,22,Black,Male,
EV80780,08/30/2017 12:00:00 AM,1040,Wed,45,,Female,
YE599930,08/30/2017 12:00:00 AM,948,Wed,35,Hispanic,Male,
EV84280,08/30/2017 12:00:00 AM,648,Wed,31,,Male,78
EV84281,08/30/2017 12:00:00 AM,739,Wed,53,,Male,
EV84282,08/30/2017 12:00:00 AM,820,Wed,25,Black,Male,78
EV84283,08/30/2017 12:00:00 AM,853,Wed,38,Black,Male,
EV85346,08/30/2017 12:00:00 AM,1056,Wed,56,White,Male,
EV85345,08/30/2017 12:00:00 AM,1038,Wed,28,White,Male,
YE600676,08/30/2017 12:00:00 AM,1650,Wed,55,White,Male,
EV85344,08/30/2017 12:00:00 AM,1022,Wed,62,White,Male,
EV85343,08/30/2017 12:00:00 AM,1005,Wed,71,White,Female,
EV85341,08/30/2017 12:00:00 AM,935,Wed,54,White,Female,
EV85456,08/30/2017 12:00:00 AM,715,Wed,35,White,Male,78
EV85455,08/30/2017 12:00:00 AM,701,Wed,59,,Male,78
YE597887,08/30/2017 12:00:00 AM,1513,Wed,21,Black,Female,
YE597888,08/30/2017 12:00:00 AM,1513,Wed,21,Black,Female,
YB592364,08/30/2017 12:00:00 AM,1048,Wed,32,Unknown,Female,
EV85340,08/30/2017 12:00:00 AM,951,Wed,71,White,Male,
EV85339,08/30/2017 12:00:00 AM,825,Wed,34,Unknown,Female,
EV85338,08/30/2017 12:00:00 AM,742,Wed,38,White,Male,
EV85337,08/30/2017 12:00:00 AM,902,Wed,65,White,Male,
EV85336,08/30/2017 12:00:00 AM,847,Wed,64,Black,Male,
EV85335,08/30/2017 12:00:00 AM,717,Wed,27,White,Male,
EV85334,08/30/2017 12:00:00 AM,700,Wed,40,White,Male,
YE599929,08/30/2017 12:00:00 AM,948,Wed,35,Hispanic,Male,
EV82648,08/30/2017 12:00:00 AM,736,Wed,22,Black,Male,
YE599947,08/30/2017 12:00:00 AM,1035,Wed,42,Hispanic,Female,73
YE593880,08/30/2017 12:00:00 AM,2208,Wed,33,White,Female,73
YE599950,08/30/2017 12:00:00 AM,1044,Wed,37,Unknown,Male,
YE599949,08/30/2017 12:00:00 AM,1044,Wed,37,Unknown,Male,
YE599948,08/30/2017 12:00:00 AM,1044,Wed,37,Unknown,Male,
YE599946,08/30/2017 12:00:00 AM,1021,Wed,40,White,Male,
YE599945,08/30/2017 12:00:00 AM,1021,Wed,40,White,Male,
EV82649,08/30/2017 12:00:00 AM,800,Wed,39,White,Male,71
YE599944,08/30/2017 12:00:00 AM,943,Wed,57,Black,Female,
YE599943,08/30/2017 12:00:00 AM,811,Wed,40,Unknown,Male,
YE600668,08/29/2017 12:00:00 AM,1119,Tue,28,White,Female,
EV81499,08/29/2017 12:00:00 AM,1428,Tue,39,White,Male,74
YE597147,08/29/2017 12:00:00 AM,745,Tue,44,White,Female,
EV85327,08/29/2017 12:00:00 AM,1415,Tue,22,White,Male,
EV85328,08/29/2017 12:00:00 AM,1453,Tue,62,Unknown,Male,73
EV85329,08/29/2017 12:00:00 AM,1512,Tue,73,White,Female,
EV85330,08/29/2017 12:00:00 AM,1530,Tue,46,White,Male,
EV85331,08/29/2017 12:00:00 AM,1609,Tue,43,White,Male,73
EV85332,08/29/2017 12:00:00 AM,1623,Tue,24,Asian,Male,73
EV85333,08/29/2017 12:00:00 AM,1640,Tue,26,White,Male,
YE596960,08/29/2017 12:00:00 AM,1340,Tue,28,Hispanic,Male,
YE596961,08/29/2017 12:00:00 AM,1340,Tue,28,Hispanic,Male,
EV84279,08/29/2017 12:00:00 AM,1445,Tue,40,White,Male,74
EV84278,08/29/2017 12:00:00 AM,1437,Tue,62,Black,Female,74
YE360510,08/29/2017 12:00:00 AM,25,Tue,26,Black,Male,
EV80773,08/29/2017 12:00:00 AM,1050,Tue,66,White,Male,
EV80772,08/29/2017 12:00:00 AM,1030,Tue,68,,Male,
EV80771,08/29/2017 12:00:00 AM,820,Tue,38,,Male,77
EV85205,08/29/2017 12:00:00 AM,1910,Tue,24,White,Male,77
EV85624,08/29/2017 12:00:00 AM,1608,Tue,58,Black,Female,72
EV85623,08/29/2017 12:00:00 AM,1502,Tue,55,White,Female,
EV85622,08/29/2017 12:00:00 AM,1453,Tue,23,Asian,Male,77
EV85621,08/29/2017 12:00:00 AM,1419,Tue,78,White,Male,
EV85620,08/29/2017 12:00:00 AM,829,Tue,34,White,Male,
EV85619,08/29/2017 12:00:00 AM,823,Tue,56,Black,Male,
EV85618,08/29/2017 12:00:00 AM,809,Tue,49,Black,Male,
EV82500,08/29/2017 12:00:00 AM,1624,Tue,60,White,Male,
YE600675,08/29/2017 12:00:00 AM,1705,Tue,51,White,Female,
YE600674,08/29/2017 12:00:00 AM,1705,Tue,51,White,Female,
YE600673,08/29/2017 12:00:00 AM,1549,Tue,51,White,Male,
YE600672,08/29/2017 12:00:00 AM,1549,Tue,51,White,Male,
YE600671,08/29/2017 12:00:00 AM,240,Tue,35,White,Male,
YE600670,08/29/2017 12:00:00 AM,240,Tue,35,White,Male,
YE600669,08/29/2017 12:00:00 AM,1119,Tue,28,White,Female,
YE600667,08/29/2017 12:00:00 AM,845,Tue,58,White,Male,
YE600666,08/29/2017 12:00:00 AM,845,Tue,58,White,Male,
YE600592,08/29/2017 12:00:00 AM,1331,Tue,20,Black,Male,
YE600591,08/29/2017 12:00:00 AM,1017,Tue,77,White,Male,
YE600590,08/29/2017 12:00:00 AM,925,Tue,35,Asian,Female,
YE360509,08/29/2017 12:00:00 AM,25,Tue,26,Black,Male,
YE597613,08/29/2017 12:00:00 AM,1526,Tue,52,,Male,
EV69771,08/29/2017 12:00:00 AM,1005,Tue,39,,Male,
EV69770,08/29/2017 12:00:00 AM,900,Tue,36,,Male,77
EV69769,08/29/2017 12:00:00 AM,840,Tue,38,,Male,77
EV69767,08/29/2017 12:00:00 AM,805,Tue,41,White,Male,77
YE593586,08/29/2017 12:00:00 AM,242,Tue,36,,Female,
YE593585,08/29/2017 12:00:00 AM,218,Tue,25,,Male,
YE593584,08/29/2017 12:00:00 AM,158,Tue,32,,Male,
YE593226,08/29/2017 12:00:00 AM,2300,Tue,39,White,Male,
YE597662,08/29/2017 12:00:00 AM,2310,Tue,50,Black,Female,
YE597663,08/29/2017 12:00:00 AM,2310,Tue,50,Black,Female,
YE600179,08/29/2017 12:00:00 AM,1555,Tue,28,Unknown,Female,
YE600178,08/29/2017 12:00:00 AM,1536,Tue,53,Unknown,Male,
YE600177,08/29/2017 12:00:00 AM,1536,Tue,53,Unknown,Male,
YE600176,08/29/2017 12:00:00 AM,1029,Tue,68,Asian,Female,
YE600175,08/29/2017 12:00:00 AM,911,Tue,83,White,Female,
EV83456,08/29/2017 12:00:00 AM,1539,Tue,44,Black,Male,73
EV82642,08/29/2017 12:00:00 AM,1606,Tue,63,White,Male,
EV82643,08/29/2017 12:00:00 AM,1636,Tue,23,White,Female,
EV82644,08/29/2017 12:00:00 AM,1654,Tue,59,White,Male,
YE599927,08/29/2017 12:00:00 AM,1452,Tue,31,White,Male,
YE599926,08/29/2017 12:00:00 AM,1452,Tue,31,White,Male,
YE599924,08/29/2017 12:00:00 AM,1452,Tue,31,White,Male,
EV75956,08/28/2017 12:00:00 AM,1043,Mon,42,White,Female,
SE580247,08/28/2017 12:00:00 AM,1629,Mon,54,White,Female,
YE597588,08/28/2017 12:00:00 AM,1506,Mon,31,White,Female,
YE597589,08/28/2017 12:00:00 AM,1506,Mon,31,White,Female,
EV85204,08/27/2017 12:00:00 AM,1920,Sun,60,Unknown,Male,77
YE720947,08/27/2017 12:00:00 AM,1632,Sun,65,White,Male,
YE597327,08/27/2017 12:00:00 AM,1641,Sun,25,White,Male,
YE597325,08/26/2017 12:00:00 AM,2114,Sat,20,Black,Male,
YE597324,08/26/2017 12:00:00 AM,2114,Sat,20,Black,Male,
YE593365,08/26/2017 12:00:00 AM,1038,Sat,48,White,Male,
EV65799,08/26/2017 12:00:00 AM,806,Sat,30,Black,Male,73
YE597326,08/26/2017 12:00:00 AM,2114,Sat,20,Black,Male,
EV85610,08/25/2017 12:00:00 AM,747,Fri,31,White,Female,
YE600661,08/25/2017 12:00:00 AM,1001,Fri,54,White,Male,
YE600662,08/25/2017 12:00:00 AM,1001,Fri,54,White,Male,
YE600663,08/25/2017 12:00:00 AM,1019,Fri,26,Black,Female,
YE600664,08/25/2017 12:00:00 AM,1019,Fri,26,Black,Female,
YE600665,08/25/2017 12:00:00 AM,1019,Fri,26,Black,Female,
EV85609,08/25/2017 12:00:00 AM,658,Fri,38,White,Female,77
EV85320,08/25/2017 12:00:00 AM,700,Fri,37,White,Female,76
EV85528,08/25/2017 12:00:00 AM,850,Fri,74,White,Male,77
EV81496,08/25/2017 12:00:00 AM,724,Fri,26,White,Female,
EV85521,08/25/2017 12:00:00 AM,640,Fri,56,White,Male,
EV85527,08/25/2017 12:00:00 AM,840,Fri,63,White,Male,76
YE597149,08/25/2017 12:00:00 AM,1012,Fri,57,Asian,Male,
YE597148,08/25/2017 12:00:00 AM,903,Fri,62,White,Male,
YE597146,08/25/2017 12:00:00 AM,845,Fri,62,White,Female,
EV85526,08/25/2017 12:00:00 AM,820,Fri,63,White,Male,76
EV85525,08/25/2017 12:00:00 AM,735,Fri,44,White,Male,
EV85514,08/25/2017 12:00:00 AM,950,Fri,24,White,Male,
EV85513,08/25/2017 12:00:00 AM,910,Fri,52,White,Female,76
EV85512,08/25/2017 12:00:00 AM,750,Fri,39,White,Male,78
EV85524,08/25/2017 12:00:00 AM,720,Fri,30,White,Female,
EV85523,08/25/2017 12:00:00 AM,705,Fri,36,White,Female,78
EV85522,08/25/2017 12:00:00 AM,655,Fri,29,Black,Male,
EV85321,08/25/2017 12:00:00 AM,708,Fri,27,Black,Female,76
EV84402,08/25/2017 12:00:00 AM,957,Fri,24,White,Male,
EV84403,08/25/2017 12:00:00 AM,1003,Fri,54,Black,Male,
EV85323,08/25/2017 12:00:00 AM,835,Fri,16,White,Male,72
EV85324,08/25/2017 12:00:00 AM,851,Fri,32,Black,Female,72
EV85325,08/25/2017 12:00:00 AM,900,Fri,36,White,Male,72
EV85326,08/25/2017 12:00:00 AM,925,Fri,36,White,Male,73
EV85319,08/25/2017 12:00:00 AM,642,Fri,37,White,Male,73
EV81546,08/25/2017 12:00:00 AM,708,Fri,43,White,Male,71
YE342941,08/25/2017 12:00:00 AM,1055,Fri,16,Black,Male,
EV84401,08/25/2017 12:00:00 AM,907,Fri,34,Hispanic,Male,76
EV84404,08/25/2017 12:00:00 AM,1030,Fri,55,White,Male,
EV85529,08/25/2017 12:00:00 AM,1040,Fri,49,White,Male,71
EV68782,08/25/2017 12:00:00 AM,1945,Fri,19,White,Male,75
EV81545,08/25/2017 12:00:00 AM,708,Fri,53,White,Male,71
EV81547,08/25/2017 12:00:00 AM,720,Fri,62,Unknown,Female,71
EV81548,08/25/2017 12:00:00 AM,735,Fri,57,White,Male,71
EV81549,08/25/2017 12:00:00 AM,837,Fri,23,Black,Female,
EV81550,08/25/2017 12:00:00 AM,913,Fri,28,Hispanic,Male,
EV82641,08/25/2017 12:00:00 AM,757,Fri,65,White,Male,78
YE600123,08/25/2017 12:00:00 AM,1222,Fri,66,White,Female,
YE600124,08/25/2017 12:00:00 AM,1222,Fri,66,White,Female,
YE600165,08/25/2017 12:00:00 AM,643,Fri,29,Unknown,Male,
YE600166,08/25/2017 12:00:00 AM,808,Fri,24,Black,Male,
YE600167,08/25/2017 12:00:00 AM,808,Fri,24,Black,Male,
YE600168,08/25/2017 12:00:00 AM,856,Fri,13,Unknown,Female,
YE342940,08/25/2017 12:00:00 AM,1055,Fri,34,Black,Male,
YE600169,08/25/2017 12:00:00 AM,856,Fri,13,Unknown,Female,
YE600170,08/25/2017 12:00:00 AM,932,Fri,50,Black,Male,
YE600171,08/25/2017 12:00:00 AM,932,Fri,50,Black,Male,
YE600172,08/25/2017 12:00:00 AM,932,Fri,50,Black,Male,
EV83210,08/25/2017 12:00:00 AM,1222,Fri,26,Black,Male,76
YE600173,08/25/2017 12:00:00 AM,1033,Fri,66,,Female,73
YE600174,08/25/2017 12:00:00 AM,1033,Fri,66,,Female,73
YE600192,08/25/2017 12:00:00 AM,900,Fri,37,White,Male,
YE600193,08/25/2017 12:00:00 AM,900,Fri,37,White,Male,
YE600194,08/25/2017 12:00:00 AM,1000,Fri,57,White,Female,
YE600195,08/25/2017 12:00:00 AM,1010,Fri,20,Black,Male,
YE597581,08/25/2017 12:00:00 AM,651,Fri,21,White,Male,
YE597582,08/25/2017 12:00:00 AM,651,Fri,21,White,Male,
EV84405,08/25/2017 12:00:00 AM,1039,Fri,23,White,Female,73
YE597583,08/25/2017 12:00:00 AM,831,Fri,43,White,Male,73
YE597584,08/25/2017 12:00:00 AM,1003,Fri,46,Asian,Male,
YE597585,08/25/2017 12:00:00 AM,1737,Fri,23,White,Female,
YE597587,08/25/2017 12:00:00 AM,1737,Fri,23,White,Female,
YE597586,08/25/2017 12:00:00 AM,1737,Fri,23,White,Female,
EV85617,08/25/2017 12:00:00 AM,1057,Fri,24,Black,Female,73
EV85616,08/25/2017 12:00:00 AM,1026,Fri,28,White,Male,74
EV85615,08/25/2017 12:00:00 AM,918,Fri,46,White,Male,74
EV85614,08/25/2017 12:00:00 AM,905,Fri,70,White,Male,71
EV84406,08/25/2017 12:00:00 AM,1052,Fri,35,White,Male,
EV85322,08/25/2017 12:00:00 AM,737,Fri,52,White,Male,76
EV81497,08/25/2017 12:00:00 AM,733,Fri,73,White,Female,71
EV85613,08/25/2017 12:00:00 AM,839,Fri,29,White,Female,71
EV85612,08/25/2017 12:00:00 AM,831,Fri,65,White,Male,
EV85611,08/25/2017 12:00:00 AM,757,Fri,55,White,Male,
EV81544,08/25/2017 12:00:00 AM,700,Fri,61,White,Female,71
EV85508,08/24/2017 12:00:00 AM,720,Thu,65,White,Male,
YE597611,08/24/2017 12:00:00 AM,845,Thu,26,Unknown,Female,
YE597610,08/24/2017 12:00:00 AM,835,Thu,54,Black,Male,
YE600443,08/24/2017 12:00:00 AM,2000,Thu,40,Black,Male,
YE600442,08/24/2017 12:00:00 AM,2000,Thu,40,Black,Male,
YE597617,08/24/2017 12:00:00 AM,1843,Thu,60,Black,Female,
EV85520,08/24/2017 12:00:00 AM,400,Thu,80,White,Male,76
EV85555,08/24/2017 12:00:00 AM,950,Thu,37,White,Male,
EV85556,08/24/2017 12:00:00 AM,917,Thu,24,Asian,Male,
EV85511,08/24/2017 12:00:00 AM,945,Thu,62,White,Male,
EV85510,08/24/2017 12:00:00 AM,815,Thu,63,White,Male,
EV68781,08/24/2017 12:00:00 AM,1810,Thu,42,White,Female,
EV85557,08/24/2017 12:00:00 AM,1021,Thu,32,White,Female,77
EV85558,08/24/2017 12:00:00 AM,1114,Thu,69,Asian,Male,
EV85559,08/24/2017 12:00:00 AM,1211,Thu,23,,Male,
EV85509,08/24/2017 12:00:00 AM,745,Thu,41,White,Male,73
EV85507,08/24/2017 12:00:00 AM,700,Thu,45,White,Male,76
EV85506,08/24/2017 12:00:00 AM,630,Thu,65,Black,Male,78
EV81543,08/24/2017 12:00:00 AM,1013,Thu,62,White,Male,
YE183419,08/24/2017 12:00:00 AM,1708,Thu,37,Asian,Male,
EV82639,08/24/2017 12:00:00 AM,801,Thu,21,White,Female,74
EV82640,08/24/2017 12:00:00 AM,841,Thu,41,White,Male,
EV84275,08/24/2017 12:00:00 AM,810,Thu,34,Unknown,Female,
EV85604,08/24/2017 12:00:00 AM,624,Thu,52,Unknown,Female,
EV84276,08/24/2017 12:00:00 AM,926,Thu,68,,Male,
EV85605,08/24/2017 12:00:00 AM,919,Thu,32,White,Female,77
EV85606,08/24/2017 12:00:00 AM,945,Thu,29,Black,Female,
EV85607,08/24/2017 12:00:00 AM,1202,Thu,55,White,Male,76
EV85608,08/24/2017 12:00:00 AM,1209,Thu,29,White,Female,76
EV76373,08/24/2017 12:00:00 AM,313,Thu,50,White,Male,
EV83146,08/24/2017 12:00:00 AM,1050,Thu,66,White,Male,
EV83147,08/24/2017 12:00:00 AM,1530,Thu,60,White,Female,76
EV83149,08/24/2017 12:00:00 AM,835,Thu,24,White,Male,
EV83150,08/24/2017 12:00:00 AM,925,Thu,53,White,Female,
YE597661,08/24/2017 12:00:00 AM,125,Thu,37,Asian,Male,76
YE600191,08/24/2017 12:00:00 AM,430,Thu,49,White,Male,76
YE600190,08/24/2017 12:00:00 AM,1630,Thu,49,White,Male,
YE600189,08/24/2017 12:00:00 AM,310,Thu,40,Black,Female,
YE600188,08/24/2017 12:00:00 AM,1025,Thu,57,White,Male,
YE600187,08/24/2017 12:00:00 AM,900,Thu,20,White,Male,
YE600186,08/24/2017 12:00:00 AM,900,Thu,20,White,Male,
YE600164,08/24/2017 12:00:00 AM,1143,Thu,55,White,Female,
YE600163,08/24/2017 12:00:00 AM,2107,Thu,69,White,Female,
YE600162,08/24/2017 12:00:00 AM,913,Thu,57,,Male,
YE600161,08/24/2017 12:00:00 AM,905,Thu,36,Asian,Female,
YE600160,08/24/2017 12:00:00 AM,853,Thu,35,Asian,Female,
YE597580,08/24/2017 12:00:00 AM,735,Thu,34,White,Male,
EV81542,08/24/2017 12:00:00 AM,1009,Thu,50,White,Female,76
EV80760,08/24/2017 12:00:00 AM,705,Thu,36,White,Male,
EV80764,08/24/2017 12:00:00 AM,730,Thu,22,White,Female,
EV80765,08/24/2017 12:00:00 AM,800,Thu,21,White,Female,
EV80766,08/24/2017 12:00:00 AM,820,Thu,44,White,Female,
EV80767,08/24/2017 12:00:00 AM,925,Thu,34,White,Male,77
